geoid,avg_vac_r
06001406700,1899.0
06001402900,1899.0
06001400300,1864.54
06001404200,1899.0
06001403702,1615.15
06001404000,1699.63
06001407300,1899.0
06001406800,1899.0
06001405800,1462.57
06001405402,1243.5
06001406201,1857.93
06001406300,1680.5
06001401100,1535.0
06001405901,1668.64
06001403000,1319.0
06001407800,1511.67
06001405401,1891.67
06001404501,1643.5
06001401400,1204.3
06001400500,560.0
06001405301,1600.25
06001401000,912.45
06001401300,1863.22
06001405302,1617.5
06001407900,0.0
06001404900,1899.0
06001403300,1315.37
06001407000,1412.5
06001404600,1195.4
06001406500,1899.0
06001402200,1752.41
06001407102,1899.0
06001405100,1640.0
06001402700,1579.73
06001401800,1850.0
06001405600,1611.29
06001403600,1783.5
06001408000,0.0
06001400100,1371.5
06001407101,1661.0
06001407700,1426.5
06001400800,403.85
06001400900,565.64
06001407600,1591.0
06001405000,1899.0
06001403501,1660.64
06001405200,1716.16
06001403800,1770.29
06001400700,745.85
06001402800,1899.0
06001402500,1899.0
06001400400,1899.0
06001407200,1899.0
06001404502,1461.8
06001406100,1826.2
06001404400,1625.8
06001404700,1794.0
06001403502,1346.2
06001402600,1279.67
06001407400,1677.33
