geoid,avg_vac_r
06001408000,654.45
06001402500,1800.31
06001407200,2008.76
06001403402,2005.86
06001404400,1378.39
06001400400,1051.2
06001404700,1506.17
06001400400,1142.2
06001405500,1379.44
06001403302,1723.64
06001401000,1797.46
06001405100,1186.43
06001404300,3120.0
06001406201,1302.47
06001406700,1181.63
06001403600,1475.48
06001402700,1678.11
06001401600,1451.0
06001403501,854.34
06001401200,563.0
06001407600,767.5
06001407000,1215.04
06001403502,579.64
06001407102,827.89
06001405000,3075.53
06001404000,2720.43
06001401100,830.71
06001403702,2445.62
06001403800,2418.2
06001402500,1891.31
06001400700,1421.0
06001400100,3103.67
06001401300,2033.78
06001401500,889.3
06001403100,850.28
06001405800,1090.59
06001400200,2497.25
06001404700,1597.17
06001405902,2487.58
06001403900,2010.0
06001403301,2223.05
06001407400,931.11
06001401700,1557.35
06001406100,1198.5
06001406400,1119.88
06001403701,1511.55
06001407300,1127.0
06001406900,1044.83
06001406000,1884.53
06001400300,2404.2
06001406601,1695.42
06001403402,2133.74
06001400800,882.25
06001408000,745.45
06001404400,1469.39
06001407800,1327.56
06001405402,1740.91
06001404200,1710.0
06001404101,1775.2
06001406500,720.64
06001402200,1738.1
06001405401,1246.34
06001405600,1788.21
06001402801,1411.43
06001402802,2232.5
06001405301,1041.31
06001407900,567.43
06001400500,1021.0
06001404900,2295.79
06001403000,1682.21
06001407101,1527.38
06001406602,2383.5
06001404800,2223.29
06001405901,1864.04
06001404501,704.64
06001402600,1513.56
06001405700,1034.54
06001404102,1531.25
06001400900,1430.88
06001406202,651.71
06001405200,2043.0
06001407500,924.2
06001401800,1403.83
06001403401,2478.89
06001402900,1707.76
06001404502,563.58
06001407200,2099.76
06001401400,1223.94
06001407700,693.47
06001406300,710.5
06001405302,996.19
06001404600,917.17
06001402400,1954.43
06001406800,1548.33
06001400600,2280.67
06001405902,2578.58
06001403301,2314.05
06001404700,1688.17
06001403100,963.32
06001403900,2101.0
06001407400,841.18
06001400200,2588.25
06001405800,1174.33
06001401700,1676.88
06001406100,1148.32
06001403701,1658.4
06001406400,1210.88
06001406000,2010.5
06001407300,1218.0
06001406900,1048.92
06001403402,2224.74
06001408000,898.5
06001404400,1598.59
06001400300,2495.2
06001406601,1772.45
06001400800,927.76
06001405401,1340.5
06001405402,1861.0
06001407800,1296.11
06001405600,1910.65
06001402200,1845.03
06001406500,839.08
06001404101,1932.93
06001404200,1801.0
06001407101,1618.38
06001404900,2386.79
06001404800,2314.29
06001405700,1120.0
06001405901,1955.04
06001403000,1773.21
06001404102,1622.25
06001406602,2474.5
06001404501,927.56
06001402600,1604.56
06001406202,742.71
06001400900,1521.88
06001405200,2167.93
06001407500,991.92
06001401800,1568.41
06001407200,2071.67
06001401400,1308.98
06001402900,1798.76
06001403401,2628.69
06001404502,680.11
06001405302,1089.48
06001406300,741.92
06001407700,817.81
06001404600,1082.73
06001405500,1477.0
06001400600,2371.67
06001402400,2025.0
06001400400,1233.2
06001406800,1639.33
06001404300,3211.0
06001401000,1750.08
06001405100,1277.43
06001403302,1873.33
06001406201,1269.5
06001406700,1272.63
06001403600,1767.3
06001402700,1851.5
06001401200,654.0
06001407600,813.29
06001407102,830.4
06001403501,847.95
06001405000,3166.53
06001401600,1542.0
06001403502,670.64
06001407000,1315.46
06001402500,1982.31
06001401100,727.56
06001403800,2509.2
06001403702,2536.62
06001404000,2811.43
06001401500,764.62
06001400700,1370.1
06001400100,3194.67
06001401300,2124.78
06001405301,1140.73
06001402802,2749.2
06001407900,658.43
06001400500,1112.0
06001402801,1502.43
