geoid,avg_vac_r,SourceFile
06001403400,1323.05,usps_vac_092019_tractsum_2kx.dbf
06001401700,908.17,usps_vac_092019_tractsum_2kx.dbf
06001403900,1350.6,usps_vac_092019_tractsum_2kx.dbf
06001400300,1413.13,usps_vac_092019_tractsum_2kx.dbf
06001402900,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001407500,1197.77,usps_vac_092019_tractsum_2kx.dbf
06001403702,1159.15,usps_vac_092019_tractsum_2kx.dbf
06001406700,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001401500,169.67,usps_vac_092019_tractsum_2kx.dbf
06001405402,787.5,usps_vac_092019_tractsum_2kx.dbf
06001401600,968.79,usps_vac_092019_tractsum_2kx.dbf
06001404200,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001405800,1006.57,usps_vac_092019_tractsum_2kx.dbf
06001406201,1401.93,usps_vac_092019_tractsum_2kx.dbf
06001407300,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001406800,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001406300,1224.5,usps_vac_092019_tractsum_2kx.dbf
06001403000,1005.22,usps_vac_092019_tractsum_2kx.dbf
06001401100,1079.0,usps_vac_092019_tractsum_2kx.dbf
06001405401,1295.56,usps_vac_092019_tractsum_2kx.dbf
06001405901,1212.64,usps_vac_092019_tractsum_2kx.dbf
06001407800,1055.67,usps_vac_092019_tractsum_2kx.dbf
06001404501,1187.5,usps_vac_092019_tractsum_2kx.dbf
06001401400,741.54,usps_vac_092019_tractsum_2kx.dbf
06001400500,104.0,usps_vac_092019_tractsum_2kx.dbf
06001407900,0.0,usps_vac_092019_tractsum_2kx.dbf
06001401300,1410.8,usps_vac_092019_tractsum_2kx.dbf
06001407000,937.6,usps_vac_092019_tractsum_2kx.dbf
06001402200,1275.0,usps_vac_092019_tractsum_2kx.dbf
06001403300,871.88,usps_vac_092019_tractsum_2kx.dbf
06001401000,786.87,usps_vac_092019_tractsum_2kx.dbf
06001407102,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001405301,1394.0,usps_vac_092019_tractsum_2kx.dbf
06001404900,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001405302,1033.43,usps_vac_092019_tractsum_2kx.dbf
06001406500,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001405100,2306.0,usps_vac_092019_tractsum_2kx.dbf
06001404600,739.4,usps_vac_092019_tractsum_2kx.dbf
06001402700,1074.42,usps_vac_092019_tractsum_2kx.dbf
06001401800,1394.0,usps_vac_092019_tractsum_2kx.dbf
06001400100,1134.75,usps_vac_092019_tractsum_2kx.dbf
06001408000,0.0,usps_vac_092019_tractsum_2kx.dbf
06001407101,977.25,usps_vac_092019_tractsum_2kx.dbf
06001403600,1340.33,usps_vac_092019_tractsum_2kx.dbf
06001407700,970.5,usps_vac_092019_tractsum_2kx.dbf
06001405600,1113.52,usps_vac_092019_tractsum_2kx.dbf
06001400800,275.2,usps_vac_092019_tractsum_2kx.dbf
06001407600,992.75,usps_vac_092019_tractsum_2kx.dbf
06001403800,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001403501,1279.13,usps_vac_092019_tractsum_2kx.dbf
06001400900,644.17,usps_vac_092019_tractsum_2kx.dbf
06001402800,1443.0,usps_vac_092019_tractsum_2kx.dbf
